,dep_delay,arr_delay,difference
96533,14.0,-5.0,19.0
96540,14.0,21.0,-7.0
96550,2.0,-10.0,12.0
96553,3.0,-13.0,16.0
96555,8.0,4.0,4.0
96557,15.0,11.0,4.0
96561,21.0,-8.0,29.0
96562,10.0,28.0,-18.0
96563,12.0,11.0,1.0
96564,11.0,-18.0,29.0
96565,16.0,1.0,15.0
96566,29.0,17.0,12.0
96570,192.0,185.0,7.0
96571,194.0,183.0,11.0
96588,11.0,-3.0,14.0
96594,27.0,16.0,11.0
96596,39.0,24.0,15.0
96597,34.0,31.0,3.0
96603,54.0,30.0,24.0
96604,70.0,53.0,17.0
96613,35.0,71.0,-36.0
96623,1.0,-3.0,4.0
96628,16.0,31.0,-15.0
96630,33.0,28.0,5.0
96631,19.0,20.0,-1.0
96637,70.0,63.0,7.0
96639,4.0,-1.0,5.0
96642,7.0,22.0,-15.0
96643,48.0,21.0,27.0
96647,26.0,57.0,-31.0
96649,56.0,75.0,-19.0
96669,32.0,33.0,-1.0
96675,91.0,80.0,11.0
96687,57.0,42.0,15.0
96708,12.0,8.0,4.0
96709,2.0,-6.0,8.0
96714,8.0,15.0,-7.0
96716,148.0,139.0,9.0
96717,10.0,11.0,-1.0
96720,9.0,18.0,-9.0
96721,39.0,34.0,5.0
96722,3.0,-1.0,4.0
96723,19.0,13.0,6.0
96725,4.0,-3.0,7.0
96731,4.0,5.0,-1.0
96733,57.0,55.0,2.0
96735,28.0,22.0,6.0
96738,73.0,68.0,5.0
96741,48.0,54.0,-6.0
96743,8.0,19.0,-11.0
96744,78.0,56.0,22.0
96756,7.0,-11.0,18.0
96764,41.0,38.0,3.0
96766,35.0,60.0,-25.0
96772,19.0,10.0,9.0
96775,23.0,29.0,-6.0
96776,19.0,5.0,14.0
96783,29.0,21.0,8.0
96785,24.0,18.0,6.0
96790,31.0,19.0,12.0
96799,25.0,33.0,-8.0
96800,12.0,20.0,-8.0
96814,10.0,2.0,8.0
96815,13.0,11.0,2.0
96818,47.0,38.0,9.0
96819,63.0,48.0,15.0
96821,93.0,70.0,23.0
96828,6.0,-24.0,30.0
96831,182.0,164.0,18.0
96832,52.0,39.0,13.0
96834,22.0,12.0,10.0
96835,4.0,-6.0,10.0
96841,31.0,17.0,14.0
96842,51.0,46.0,5.0
96843,129.0,116.0,13.0
96844,103.0,113.0,-10.0
96849,33.0,15.0,18.0
96850,9.0,28.0,-19.0
96854,593.0,594.0,-1.0
96858,4.0,3.0,1.0
96860,7.0,2.0,5.0
96862,1.0,-20.0,21.0
96877,5.0,-12.0,17.0
96880,40.0,62.0,-22.0
96881,14.0,17.0,-3.0
96888,31.0,40.0,-9.0
96891,5.0,51.0,-46.0
96894,8.0,18.0,-10.0
96897,13.0,12.0,1.0
96898,4.0,-3.0,7.0
96900,11.0,-14.0,25.0
96902,6.0,12.0,-6.0
96905,24.0,40.0,-16.0
96914,97.0,102.0,-5.0
96916,84.0,101.0,-17.0
96920,65.0,68.0,-3.0
96923,70.0,89.0,-19.0
96932,4.0,-5.0,9.0
96935,14.0,-4.0,18.0
96938,180.0,162.0,18.0
96945,21.0,18.0,3.0
96947,32.0,-1.0,33.0
96955,6.0,2.0,4.0
96969,16.0,16.0,0.0
96970,7.0,7.0,0.0
96971,107.0,114.0,-7.0
96973,52.0,88.0,-36.0
96974,22.0,13.0,9.0
96975,187.0,200.0,-13.0
96977,26.0,18.0,8.0
96978,76.0,60.0,16.0
96983,241.0,265.0,-24.0
96985,16.0,31.0,-15.0
96993,2.0,13.0,-11.0
96994,55.0,31.0,24.0
97009,3.0,-2.0,5.0
97014,31.0,32.0,-1.0
97018,358.0,360.0,-2.0
97038,3.0,5.0,-2.0
97046,26.0,-4.0,30.0
97055,155.0,139.0,16.0
97056,112.0,151.0,-39.0
97061,4.0,-3.0,7.0
97083,34.0,13.0,21.0
97084,63.0,53.0,10.0
97085,14.0,11.0,3.0
97086,36.0,23.0,13.0
97092,1.0,-24.0,25.0
97097,55.0,42.0,13.0
97098,61.0,49.0,12.0
97104,3.0,0.0,3.0
97121,9.0,-9.0,18.0
97123,211.0,201.0,10.0
97124,7.0,-3.0,10.0
97132,4.0,-7.0,11.0
97136,5.0,-14.0,19.0
97147,29.0,20.0,9.0
97148,86.0,76.0,10.0
97152,53.0,49.0,4.0
97154,8.0,-21.0,29.0
97155,4.0,-13.0,17.0
97161,42.0,34.0,8.0
97164,4.0,1.0,3.0
97166,8.0,-1.0,9.0
97167,1.0,-4.0,5.0
97171,76.0,68.0,8.0
97172,12.0,-1.0,13.0
97176,30.0,29.0,1.0
97181,6.0,-2.0,8.0
97183,6.0,2.0,4.0
97186,2.0,-15.0,17.0
97187,3.0,-11.0,14.0
97191,3.0,-15.0,18.0
97193,12.0,18.0,-6.0
97194,12.0,10.0,2.0
97198,15.0,24.0,-9.0
97200,10.0,-14.0,24.0
97203,2.0,-1.0,3.0
97208,74.0,53.0,21.0
97211,24.0,40.0,-16.0
97212,43.0,35.0,8.0
97214,48.0,34.0,14.0
97218,239.0,229.0,10.0
97220,9.0,3.0,6.0
97230,14.0,24.0,-10.0
97235,24.0,6.0,18.0
97238,1.0,-1.0,2.0
97247,12.0,-8.0,20.0
97251,5.0,0.0,5.0
97252,1.0,-8.0,9.0
97253,14.0,-7.0,21.0
97254,1.0,-17.0,18.0
97258,3.0,-21.0,24.0
97262,4.0,-3.0,7.0
97265,35.0,34.0,1.0
97270,24.0,7.0,17.0
97277,43.0,33.0,10.0
97283,2.0,18.0,-16.0
97295,6.0,-4.0,10.0
97301,5.0,-11.0,16.0
97306,19.0,24.0,-5.0
97317,8.0,0.0,8.0
97318,2.0,1.0,1.0
97322,3.0,-5.0,8.0
97327,2.0,-35.0,37.0
97329,7.0,12.0,-5.0
97334,4.0,18.0,-14.0
97335,1.0,-27.0,28.0
97340,101.0,86.0,15.0
97341,91.0,92.0,-1.0
97343,19.0,-2.0,21.0
97358,4.0,-25.0,29.0
97362,38.0,41.0,-3.0
97364,1.0,25.0,-24.0
97366,50.0,49.0,1.0
97368,8.0,5.0,3.0
97369,1.0,-2.0,3.0
97376,57.0,43.0,14.0
97377,11.0,-12.0,23.0
97379,61.0,63.0,-2.0
97380,70.0,44.0,26.0
97382,8.0,17.0,-9.0
97385,27.0,11.0,16.0
97386,15.0,24.0,-9.0
97389,40.0,53.0,-13.0
97390,57.0,39.0,18.0
97393,10.0,11.0,-1.0
97403,6.0,5.0,1.0
97404,16.0,19.0,-3.0
97406,38.0,34.0,4.0
97407,94.0,75.0,19.0
97412,3.0,1.0,2.0
97414,5.0,1.0,4.0
97417,29.0,6.0,23.0
97420,13.0,7.0,6.0
97421,8.0,0.0,8.0
97425,14.0,-12.0,26.0
97435,18.0,8.0,10.0
97440,23.0,20.0,3.0
97442,3.0,3.0,0.0
97450,3.0,-10.0,13.0
97464,5.0,3.0,2.0
97467,14.0,22.0,-8.0
97468,16.0,21.0,-5.0
97471,3.0,-5.0,8.0
97473,13.0,11.0,2.0
97480,2.0,-17.0,19.0
97482,9.0,5.0,4.0
97485,19.0,20.0,-1.0
97486,5.0,-2.0,7.0
97489,6.0,8.0,-2.0
97490,3.0,-5.0,8.0
97499,10.0,1.0,9.0
97504,10.0,5.0,5.0
97505,211.0,207.0,4.0
97507,56.0,47.0,9.0
97509,67.0,91.0,-24.0
97512,35.0,19.0,16.0
97513,7.0,12.0,-5.0
97527,13.0,20.0,-7.0
97528,1.0,13.0,-12.0
97532,8.0,6.0,2.0
97546,10.0,-7.0,17.0
97548,63.0,56.0,7.0
97551,139.0,114.0,25.0
97552,40.0,10.0,30.0
97560,2.0,-10.0,12.0
97562,9.0,5.0,4.0
97563,7.0,-1.0,8.0
97565,7.0,-7.0,14.0
97566,6.0,4.0,2.0
97569,2.0,3.0,-1.0
97584,1.0,-18.0,19.0
97585,8.0,5.0,3.0
97587,3.0,9.0,-6.0
97590,2.0,5.0,-3.0
97595,2.0,2.0,0.0
97596,11.0,9.0,2.0
97601,7.0,11.0,-4.0
97605,13.0,6.0,7.0
97607,31.0,32.0,-1.0
97608,21.0,22.0,-1.0
97611,1.0,1.0,0.0
97615,4.0,1.0,3.0
97616,3.0,2.0,1.0
97619,6.0,4.0,2.0
97620,3.0,0.0,3.0
97623,29.0,-3.0,32.0
97628,16.0,-9.0,25.0
97629,112.0,134.0,-22.0
97636,37.0,22.0,15.0
97648,6.0,4.0,2.0
97649,27.0,20.0,7.0
97650,3.0,22.0,-19.0
97651,45.0,41.0,4.0
97657,11.0,-2.0,13.0
97664,2.0,5.0,-3.0
97665,19.0,8.0,11.0
97667,1.0,-1.0,2.0
97677,10.0,24.0,-14.0
97678,1.0,11.0,-10.0
97682,10.0,7.0,3.0
97683,3.0,17.0,-14.0
97686,1.0,-1.0,2.0
97690,4.0,-5.0,9.0
97693,23.0,7.0,16.0
97697,4.0,-16.0,20.0
97701,9.0,-17.0,26.0
97704,6.0,-2.0,8.0
97712,4.0,-14.0,18.0
97713,95.0,85.0,10.0
97714,1.0,-31.0,32.0
97724,4.0,-28.0,32.0
97728,93.0,113.0,-20.0
97729,36.0,30.0,6.0
97730,28.0,37.0,-9.0
97732,2.0,-12.0,14.0
97733,66.0,45.0,21.0
97734,11.0,-7.0,18.0
97749,37.0,14.0,23.0
97756,233.0,223.0,10.0
97757,135.0,129.0,6.0
97772,12.0,-1.0,13.0
97773,69.0,58.0,11.0
97774,129.0,128.0,1.0
97779,16.0,3.0,13.0
97781,1.0,-5.0,6.0
97784,16.0,-10.0,26.0
97785,2.0,29.0,-27.0
97788,6.0,20.0,-14.0
97792,1.0,-9.0,10.0
97795,1.0,-18.0,19.0
97803,60.0,60.0,0.0
97805,13.0,15.0,-2.0
97812,48.0,37.0,11.0
97814,86.0,76.0,10.0
97818,70.0,58.0,12.0
97820,2.0,-3.0,5.0
97823,36.0,24.0,12.0
97824,26.0,38.0,-12.0
97825,27.0,18.0,9.0
97826,54.0,49.0,5.0
97837,1.0,-11.0,12.0
97841,9.0,-24.0,33.0
97843,22.0,0.0,22.0
97856,19.0,13.0,6.0
97863,14.0,28.0,-14.0
97864,24.0,20.0,4.0
97869,15.0,21.0,-6.0
97874,86.0,90.0,-4.0
97877,5.0,5.0,0.0
97896,5.0,-4.0,9.0
97904,50.0,44.0,6.0
97905,32.0,32.0,0.0
97907,33.0,35.0,-2.0
97925,109.0,119.0,-10.0
97926,109.0,111.0,-2.0
97929,3.0,13.0,-10.0
97930,41.0,28.0,13.0
97933,12.0,1.0,11.0
97943,24.0,-19.0,43.0
97945,9.0,-1.0,10.0
97947,90.0,84.0,6.0
97948,60.0,98.0,-38.0
97951,17.0,13.0,4.0
97954,92.0,82.0,10.0
97972,3.0,5.0,-2.0
97974,6.0,3.0,3.0
97977,9.0,6.0,3.0
97986,34.0,8.0,26.0
97987,1.0,13.0,-12.0
98002,8.0,-3.0,11.0
98007,12.0,12.0,0.0
98011,292.0,282.0,10.0
98018,17.0,10.0,7.0
98021,30.0,8.0,22.0
98022,2.0,-2.0,4.0
98024,6.0,23.0,-17.0
98033,33.0,4.0,29.0
98034,20.0,51.0,-31.0
98038,7.0,-9.0,16.0
98044,146.0,144.0,2.0
98046,34.0,5.0,29.0
98047,5.0,-11.0,16.0
98049,13.0,23.0,-10.0
98052,17.0,13.0,4.0
98053,62.0,49.0,13.0
98058,6.0,-18.0,24.0
98062,2.0,-11.0,13.0
98065,2.0,-15.0,17.0
98066,5.0,-18.0,23.0
98069,15.0,2.0,13.0
98071,42.0,30.0,12.0
98072,1.0,-13.0,14.0
98074,3.0,-11.0,14.0
98076,15.0,8.0,7.0
98077,2.0,-10.0,12.0
98079,1.0,-8.0,9.0
98080,6.0,-1.0,7.0
98085,14.0,7.0,7.0
98089,18.0,8.0,10.0
98094,14.0,-36.0,50.0
98097,78.0,62.0,16.0
98098,69.0,63.0,6.0
98099,4.0,-15.0,19.0
98101,2.0,-4.0,6.0
98106,27.0,16.0,11.0
98107,11.0,-6.0,17.0
98110,2.0,-9.0,11.0
98114,6.0,-15.0,21.0
98115,30.0,35.0,-5.0
98117,39.0,37.0,2.0
98125,14.0,-4.0,18.0
98132,1.0,-3.0,4.0
98133,5.0,-22.0,27.0
98144,64.0,41.0,23.0
98148,1.0,-15.0,16.0
98149,21.0,-5.0,26.0
98151,6.0,20.0,-14.0
98152,4.0,-17.0,21.0
98166,85.0,58.0,27.0
98174,148.0,151.0,-3.0
98177,72.0,60.0,12.0
98178,55.0,73.0,-18.0
98179,84.0,90.0,-6.0
98181,16.0,26.0,-10.0
98184,36.0,8.0,28.0
98190,38.0,11.0,27.0
98197,3.0,-2.0,5.0
98208,25.0,37.0,-12.0
98214,1.0,-2.0,3.0
98215,4.0,-1.0,5.0
98220,2.0,4.0,-2.0
98240,5.0,-10.0,15.0
98242,26.0,50.0,-24.0
98245,110.0,93.0,17.0
98247,37.0,72.0,-35.0
98248,8.0,15.0,-7.0
98252,7.0,-4.0,11.0
98254,5.0,19.0,-14.0
98259,33.0,87.0,-54.0
98260,23.0,50.0,-27.0
98261,95.0,107.0,-12.0
98262,32.0,79.0,-47.0
98263,19.0,67.0,-48.0
98268,9.0,-2.0,11.0
98272,1.0,-2.0,3.0
98273,2.0,-5.0,7.0
98274,3.0,-6.0,9.0
98276,25.0,18.0,7.0
98278,42.0,33.0,9.0
98279,29.0,20.0,9.0
98283,8.0,23.0,-15.0
98285,2.0,14.0,-12.0
98288,8.0,6.0,2.0
98292,25.0,28.0,-3.0
98294,1.0,-17.0,18.0
98303,4.0,2.0,2.0
98305,12.0,7.0,5.0
98306,13.0,24.0,-11.0
98307,26.0,22.0,4.0
98308,5.0,13.0,-8.0
98309,5.0,6.0,-1.0
98314,141.0,131.0,10.0
98319,164.0,157.0,7.0
98320,9.0,4.0,5.0
98321,88.0,85.0,3.0
98322,78.0,75.0,3.0
98325,42.0,58.0,-16.0
98329,86.0,76.0,10.0
98332,31.0,33.0,-2.0
98336,14.0,8.0,6.0
98339,180.0,193.0,-13.0
98340,53.0,26.0,27.0
98346,16.0,11.0,5.0
98352,25.0,0.0,25.0
98363,37.0,31.0,6.0
98366,1.0,-7.0,8.0
98375,1.0,-16.0,17.0
98381,12.0,-6.0,18.0
98386,27.0,6.0,21.0
98388,11.0,1.0,10.0
98390,3.0,-8.0,11.0
98392,23.0,6.0,17.0
98394,14.0,-5.0,19.0
98405,59.0,52.0,7.0
98411,26.0,7.0,19.0
98413,1.0,-26.0,27.0
98415,52.0,38.0,14.0
98420,30.0,35.0,-5.0
98421,27.0,96.0,-69.0
98423,4.0,-7.0,11.0
98428,47.0,33.0,14.0
98435,116.0,67.0,49.0
98437,10.0,50.0,-40.0
98439,9.0,-10.0,19.0
98440,30.0,24.0,6.0
98444,6.0,-13.0,19.0
98445,31.0,17.0,14.0
98446,16.0,-4.0,20.0
98447,61.0,39.0,22.0
98455,3.0,-4.0,7.0
98459,8.0,-1.0,9.0
98460,2.0,6.0,-4.0
98463,14.0,6.0,8.0
98468,1.0,-5.0,6.0
98473,26.0,16.0,10.0
98484,30.0,20.0,10.0
98493,14.0,6.0,8.0
98499,21.0,17.0,4.0
98500,8.0,5.0,3.0
98501,5.0,5.0,0.0
98503,45.0,32.0,13.0
98505,1.0,-10.0,11.0
98509,1.0,20.0,-19.0
98513,5.0,-2.0,7.0
98523,59.0,46.0,13.0
98526,31.0,23.0,8.0
98528,179.0,139.0,40.0
98531,11.0,-8.0,19.0
98533,9.0,-21.0,30.0
98536,7.0,29.0,-22.0
98545,269.0,198.0,71.0
98548,6.0,20.0,-14.0
98549,27.0,12.0,15.0
98552,5.0,-16.0,21.0
98556,1.0,-11.0,12.0
98558,59.0,72.0,-13.0
98564,102.0,69.0,33.0
98570,37.0,39.0,-2.0
98572,140.0,139.0,1.0
98573,10.0,57.0,-47.0
98574,121.0,107.0,14.0
98577,98.0,95.0,3.0
98578,2.0,14.0,-12.0
98579,21.0,21.0,0.0
98580,135.0,128.0,7.0
98586,17.0,27.0,-10.0
98590,9.0,-7.0,16.0
98594,3.0,-8.0,11.0
98601,14.0,1.0,13.0
98609,41.0,31.0,10.0
98611,1.0,-17.0,18.0
98612,3.0,-9.0,12.0
98620,5.0,-3.0,8.0
98622,7.0,-18.0,25.0
98624,103.0,106.0,-3.0
98629,7.0,-13.0,20.0
98633,10.0,-32.0,42.0
98634,26.0,13.0,13.0
98635,18.0,-4.0,22.0
98636,5.0,-16.0,21.0
98638,18.0,11.0,7.0
98642,82.0,83.0,-1.0
98644,1.0,-2.0,3.0
98645,18.0,21.0,-3.0
98647,25.0,16.0,9.0
98649,31.0,6.0,25.0
98654,14.0,6.0,8.0
98668,3.0,-9.0,12.0
98669,4.0,8.0,-4.0
98674,40.0,22.0,18.0
98675,8.0,5.0,3.0
98683,19.0,12.0,7.0
98686,120.0,105.0,15.0
98688,115.0,114.0,1.0
98692,2.0,2.0,0.0
98695,71.0,55.0,16.0
98696,83.0,80.0,3.0
98708,17.0,-3.0,20.0
98713,4.0,-11.0,15.0
98716,18.0,18.0,0.0
98719,26.0,33.0,-7.0
98720,1.0,6.0,-5.0
98732,7.0,-6.0,13.0
98735,7.0,6.0,1.0
98736,48.0,49.0,-1.0
98738,19.0,13.0,6.0
98739,37.0,27.0,10.0
98742,85.0,88.0,-3.0
98744,15.0,0.0,15.0
98747,31.0,31.0,0.0
98748,8.0,19.0,-11.0
98749,6.0,-6.0,12.0
98750,51.0,39.0,12.0
98752,12.0,10.0,2.0
98754,36.0,40.0,-4.0
98755,97.0,92.0,5.0
98756,53.0,41.0,12.0
98760,21.0,36.0,-15.0
98761,6.0,-4.0,10.0
98764,1.0,-7.0,8.0
98767,350.0,331.0,19.0
98769,94.0,90.0,4.0
98770,7.0,5.0,2.0
98773,11.0,11.0,0.0
98774,15.0,10.0,5.0
98782,76.0,64.0,12.0
98784,39.0,37.0,2.0
98787,14.0,17.0,-3.0
98788,31.0,30.0,1.0
98790,35.0,50.0,-15.0
98791,43.0,53.0,-10.0
98793,24.0,17.0,7.0
98794,1.0,2.0,-1.0
98797,182.0,199.0,-17.0
98799,66.0,73.0,-7.0
98806,34.0,80.0,-46.0
98812,49.0,55.0,-6.0
98817,56.0,45.0,11.0
98819,29.0,13.0,16.0
98823,12.0,5.0,7.0
98825,3.0,-14.0,17.0
98828,50.0,37.0,13.0
98834,2.0,-1.0,3.0
98837,28.0,40.0,-12.0
98840,10.0,-3.0,13.0
98847,5.0,-2.0,7.0
98861,14.0,7.0,7.0
98863,27.0,34.0,-7.0
98864,4.0,-15.0,19.0
98872,1.0,-9.0,10.0
98873,68.0,62.0,6.0
98875,166.0,144.0,22.0
98877,47.0,35.0,12.0
98878,16.0,17.0,-1.0
98880,29.0,31.0,-2.0
98883,79.0,77.0,2.0
98888,4.0,29.0,-25.0
98894,1.0,-22.0,23.0
98896,3.0,-17.0,20.0
98898,157.0,169.0,-12.0
98899,26.0,25.0,1.0
98901,22.0,16.0,6.0
98902,26.0,26.0,0.0
98905,20.0,-4.0,24.0
98907,48.0,39.0,9.0
98908,1.0,-9.0,10.0
98915,29.0,27.0,2.0
98935,2.0,14.0,-12.0
98939,12.0,2.0,10.0
98943,6.0,0.0,6.0
98945,17.0,17.0,0.0
98946,55.0,51.0,4.0
98961,3.0,-7.0,10.0
98965,25.0,36.0,-11.0
98975,48.0,28.0,20.0
98985,7.0,0.0,7.0
98987,43.0,21.0,22.0
98990,9.0,7.0,2.0
98993,28.0,16.0,12.0
98994,1.0,5.0,-4.0
98999,195.0,210.0,-15.0
99000,201.0,188.0,13.0
99006,60.0,100.0,-40.0
99012,82.0,90.0,-8.0
99014,99.0,79.0,20.0
99025,67.0,89.0,-22.0
99031,17.0,-17.0,34.0
99032,10.0,-7.0,17.0
99037,12.0,34.0,-22.0
99044,13.0,3.0,10.0
99054,16.0,-2.0,18.0
99056,15.0,-3.0,18.0
99066,11.0,53.0,-42.0
99069,57.0,43.0,14.0
99072,1.0,-17.0,18.0
99084,26.0,-3.0,29.0
99089,69.0,47.0,22.0
99090,40.0,37.0,3.0
99094,11.0,-20.0,31.0
99095,1.0,4.0,-3.0
99103,34.0,16.0,18.0
99106,1.0,5.0,-4.0
99108,6.0,0.0,6.0
99111,25.0,4.0,21.0
99117,45.0,50.0,-5.0
99125,3.0,-16.0,19.0
99141,70.0,61.0,9.0
99146,176.0,163.0,13.0
99149,1.0,-4.0,5.0
99150,5.0,-8.0,13.0
99159,20.0,20.0,0.0
99162,7.0,0.0,7.0
99166,4.0,4.0,0.0
99168,14.0,3.0,11.0
99172,19.0,3.0,16.0
99175,7.0,-14.0,21.0
99177,6.0,14.0,-8.0
99179,5.0,-5.0,10.0
99182,2.0,-2.0,4.0
99183,6.0,-1.0,7.0
99184,13.0,10.0,3.0
99186,3.0,-6.0,9.0
99187,2.0,0.0,2.0
99188,11.0,-2.0,13.0
99189,12.0,14.0,-2.0
99191,18.0,40.0,-22.0
99192,42.0,49.0,-7.0
99193,7.0,7.0,0.0
99194,9.0,-1.0,10.0
99196,13.0,2.0,11.0
99202,4.0,-5.0,9.0
99203,20.0,21.0,-1.0
99205,5.0,-18.0,23.0
99206,4.0,-2.0,6.0
99207,1.0,-12.0,13.0
99208,11.0,-9.0,20.0
99209,3.0,-23.0,26.0
99213,36.0,32.0,4.0
99218,25.0,12.0,13.0
99220,4.0,-2.0,6.0
99221,36.0,13.0,23.0
99222,2.0,-9.0,11.0
99224,18.0,9.0,9.0
99225,27.0,20.0,7.0
99226,24.0,12.0,12.0
99227,2.0,-16.0,18.0
99228,23.0,13.0,10.0
99229,35.0,18.0,17.0
99230,19.0,-2.0,21.0
99231,21.0,8.0,13.0
99234,11.0,8.0,3.0
99236,6.0,2.0,4.0
99237,3.0,-4.0,7.0
99241,14.0,-21.0,35.0
99243,20.0,1.0,19.0
99244,8.0,-13.0,21.0
99247,15.0,14.0,1.0
99251,1.0,-15.0,16.0
99254,4.0,-16.0,20.0
99257,2.0,-13.0,15.0
99258,22.0,9.0,13.0
99261,3.0,15.0,-12.0
99263,102.0,87.0,15.0
99268,124.0,123.0,1.0
99274,122.0,117.0,5.0
99281,2.0,-12.0,14.0
99286,20.0,71.0,-51.0
99296,47.0,39.0,8.0
99299,2.0,-11.0,13.0
99303,28.0,46.0,-18.0
99306,3.0,1.0,2.0
99309,6.0,-8.0,14.0
99310,4.0,-15.0,19.0
99312,7.0,-7.0,14.0
99316,3.0,5.0,-2.0
99319,22.0,16.0,6.0
99320,23.0,41.0,-18.0
99321,10.0,-20.0,30.0
99322,9.0,-18.0,27.0
99326,1.0,34.0,-33.0
99327,23.0,15.0,8.0
99329,9.0,-6.0,15.0
99334,26.0,17.0,9.0
99337,3.0,-3.0,6.0
99339,18.0,14.0,4.0
99340,7.0,19.0,-12.0
99341,3.0,-3.0,6.0
99343,14.0,-4.0,18.0
99347,6.0,2.0,4.0
99351,40.0,31.0,9.0
99352,98.0,102.0,-4.0
99356,47.0,43.0,4.0
99358,40.0,59.0,-19.0
99360,39.0,40.0,-1.0
99361,6.0,-7.0,13.0
99368,22.0,20.0,2.0
99369,12.0,22.0,-10.0
99373,22.0,17.0,5.0
99379,8.0,5.0,3.0
99380,3.0,10.0,-7.0
99388,2.0,-7.0,9.0
99394,10.0,-9.0,19.0
99404,4.0,-4.0,8.0
99406,8.0,8.0,0.0
99410,5.0,-3.0,8.0
99421,9.0,-3.0,12.0
99424,3.0,-1.0,4.0
99428,3.0,0.0,3.0
99430,4.0,-1.0,5.0
99431,15.0,31.0,-16.0
99434,73.0,68.0,5.0
99435,5.0,-34.0,39.0
99437,9.0,0.0,9.0
99443,5.0,0.0,5.0
99446,7.0,-11.0,18.0
99447,2.0,7.0,-5.0
99457,535.0,544.0,-9.0
99458,28.0,47.0,-19.0
99460,60.0,100.0,-40.0
99461,6.0,-2.0,8.0
99462,17.0,19.0,-2.0
99463,113.0,102.0,11.0
99468,23.0,8.0,15.0
99469,13.0,8.0,5.0
99475,4.0,-17.0,21.0
99485,66.0,42.0,24.0
99493,1.0,0.0,1.0
99496,10.0,12.0,-2.0
99500,8.0,-11.0,19.0
99503,8.0,3.0,5.0
99505,27.0,18.0,9.0
99515,21.0,14.0,7.0
99516,20.0,29.0,-9.0
99518,10.0,-8.0,18.0
99520,3.0,24.0,-21.0
99522,3.0,-19.0,22.0
99523,21.0,16.0,5.0
99524,17.0,-7.0,24.0
99525,7.0,-2.0,9.0
99526,10.0,-6.0,16.0
99529,1.0,3.0,-2.0
99530,6.0,-8.0,14.0
99531,2.0,-1.0,3.0
99539,15.0,6.0,9.0
99543,4.0,19.0,-15.0
99547,16.0,18.0,-2.0
99548,3.0,-3.0,6.0
99551,9.0,7.0,2.0
99553,18.0,11.0,7.0
99561,98.0,85.0,13.0
99571,138.0,130.0,8.0
99582,7.0,1.0,6.0
99583,22.0,32.0,-10.0
99584,34.0,3.0,31.0
99585,71.0,47.0,24.0
99586,15.0,-9.0,24.0
99594,12.0,-2.0,14.0
99603,57.0,41.0,16.0
99604,40.0,49.0,-9.0
99605,118.0,99.0,19.0
99606,82.0,63.0,19.0
99607,17.0,-2.0,19.0
99608,4.0,9.0,-5.0
99610,29.0,30.0,-1.0
99612,64.0,55.0,9.0
99617,7.0,-2.0,9.0
99621,6.0,1.0,5.0
99623,236.0,230.0,6.0
99630,112.0,120.0,-8.0
99631,108.0,97.0,11.0
99636,1.0,-6.0,7.0
99639,4.0,-11.0,15.0
99640,14.0,26.0,-12.0
99641,4.0,3.0,1.0
99644,73.0,87.0,-14.0
99647,102.0,97.0,5.0
99652,27.0,19.0,8.0
99655,19.0,27.0,-8.0
99656,4.0,6.0,-2.0
99657,37.0,40.0,-3.0
99661,15.0,-2.0,17.0
99664,10.0,-5.0,15.0
99666,20.0,5.0,15.0
99676,48.0,79.0,-31.0
99677,51.0,71.0,-20.0
99679,18.0,18.0,0.0
99685,138.0,148.0,-10.0
99686,9.0,11.0,-2.0
99693,9.0,14.0,-5.0
99696,143.0,146.0,-3.0
99720,143.0,139.0,4.0
99727,428.0,432.0,-4.0
99732,33.0,47.0,-14.0
99734,5.0,-35.0,40.0
99737,2.0,12.0,-10.0
99738,9.0,-3.0,12.0
99741,205.0,188.0,17.0
99743,13.0,-7.0,20.0
99754,14.0,13.0,1.0
99756,4.0,8.0,-4.0
99757,3.0,17.0,-14.0
99759,17.0,17.0,0.0
99768,24.0,48.0,-24.0
99769,16.0,18.0,-2.0
99770,17.0,-5.0,22.0
99771,2.0,16.0,-14.0
99781,23.0,15.0,8.0
99783,1.0,11.0,-10.0
99787,16.0,14.0,2.0
99788,5.0,7.0,-2.0
99789,97.0,160.0,-63.0
99791,2.0,-1.0,3.0
99796,24.0,11.0,13.0
99809,64.0,56.0,8.0
99811,3.0,-11.0,14.0
99812,1.0,-1.0,2.0
99822,10.0,-14.0,24.0
99824,3.0,-5.0,8.0
99826,6.0,9.0,-3.0
99828,7.0,1.0,6.0
99830,5.0,5.0,0.0
99831,1.0,-13.0,14.0
99832,70.0,55.0,15.0
99835,8.0,-18.0,26.0
99837,1.0,-20.0,21.0
99838,30.0,12.0,18.0
99839,85.0,62.0,23.0
99840,3.0,-23.0,26.0
99842,19.0,-6.0,25.0
99843,2.0,-18.0,20.0
99846,11.0,8.0,3.0
99847,10.0,-19.0,29.0
99848,4.0,-15.0,19.0
99850,6.0,-7.0,13.0
99852,6.0,-14.0,20.0
99855,640.0,640.0,0.0
99857,3.0,14.0,-11.0
99866,5.0,-15.0,20.0
99870,17.0,15.0,2.0
99872,533.0,521.0,12.0
99873,1.0,-18.0,19.0
99874,29.0,24.0,5.0
99875,2.0,-14.0,16.0
99879,3.0,37.0,-34.0
99880,35.0,27.0,8.0
99881,20.0,22.0,-2.0
