,crs_dep_time,taxi_out,crs_arr_time,taxi_in
67205,1630,8.0,10,8.0
67206,2055,13.0,2310,5.0
67207,1525,11.0,2025,5.0
67208,920,16.0,1420,24.0
67209,1820,10.0,2310,4.0
67210,1955,11.0,45,8.0
67211,620,11.0,1115,6.0
67212,1240,10.0,1705,4.0
67213,635,20.0,1305,3.0
67214,1850,12.0,115,5.0
67215,1020,10.0,1155,5.0
67216,1345,13.0,1525,2.0
67217,1535,12.0,2100,3.0
67218,1000,13.0,1530,3.0
67219,1340,13.0,2100,5.0
67220,800,11.0,1025,3.0
67221,2105,12.0,2320,4.0
67222,1550,8.0,1805,2.0
67223,610,9.0,930,5.0
67224,1800,6.0,2110,6.0
67225,615,10.0,815,4.0
67226,1910,6.0,2110,4.0
67227,715,17.0,1125,7.0
67228,1205,8.0,1605,2.0
67229,1710,11.0,2110,4.0
67230,1520,16.0,1625,5.0
67231,1920,7.0,2020,3.0
67232,600,9.0,705,3.0
67233,1155,7.0,1305,3.0
67234,1325,11.0,1430,3.0
67235,725,8.0,830,4.0
67236,2130,6.0,2230,5.0
67237,1600,9.0,1710,12.0
67238,530,7.0,650,6.0
67239,1950,8.0,2105,7.0
67240,1425,8.0,1500,3.0
67241,2130,8.0,2155,3.0
67242,1620,10.0,1955,5.0
67243,850,27.0,950,6.0
67244,1050,11.0,1150,5.0
67245,1510,17.0,1615,5.0
67246,1430,17.0,1642,6.0
67247,2100,17.0,2348,6.0
67248,2015,31.0,2158,4.0
67249,645,17.0,811,12.0
67250,2125,24.0,2251,4.0
67251,2200,9.0,2323,16.0
67252,1920,14.0,2032,5.0
67253,2155,24.0,2253,4.0
67254,525,10.0,934,8.0
67255,1532,13.0,1650,9.0
67256,1342,24.0,1458,6.0
67257,548,9.0,744,6.0
67258,1213,13.0,1408,10.0
67259,1335,12.0,1510,15.0
67260,1130,12.0,1250,5.0
67261,930,13.0,1049,4.0
67262,1000,17.0,1138,4.0
67263,1930,14.0,2052,6.0
67264,1712,13.0,1923,9.0
67265,1126,8.0,1259,4.0
67266,938,13.0,1056,3.0
67267,1837,8.0,2119,8.0
67268,1659,18.0,1805,6.0
67269,557,24.0,714,5.0
67270,2145,25.0,2243,4.0
67271,2259,14.0,55,5.0
67272,1313,10.0,1557,8.0
67273,1135,25.0,1241,6.0
67274,1430,32.0,1804,4.0
67275,1428,14.0,1531,2.0
67276,1602,16.0,1723,5.0
67277,913,22.0,1106,6.0
67278,1137,13.0,1350,4.0
67279,1304,11.0,1426,12.0
67280,1120,24.0,1234,5.0
67281,1659,15.0,1817,3.0
67282,1747,23.0,1914,8.0
67283,1610,13.0,1717,4.0
67284,503,11.0,640,12.0
67285,1246,22.0,1400,12.0
67286,1112,32.0,1216,3.0
67287,1424,18.0,1600,5.0
67288,700,38.0,825,12.0
67289,2215,22.0,2342,5.0
67290,1055,14.0,1219,8.0
67291,830,26.0,1019,10.0
67292,546,17.0,659,5.0
67293,1515,24.0,1630,5.0
67294,1732,21.0,1847,5.0
67295,1802,15.0,1915,5.0
67296,1619,22.0,1728,3.0
67297,1251,15.0,1400,22.0
67298,1125,26.0,1220,3.0
67299,1605,5.0,1720,21.0
67300,1432,29.0,1534,22.0
67301,1400,9.0,1503,3.0
67302,2200,8.0,2326,4.0
67303,1720,17.0,1850,5.0
67304,2110,14.0,2311,5.0
67305,1959,21.0,2207,12.0
67306,1058,10.0,1237,9.0
67307,1819,9.0,2050,23.0
67308,759,13.0,1033,6.0
67309,537,,704,
67310,1428,12.0,1715,18.0
67311,545,13.0,735,7.0
67312,801,12.0,934,11.0
67313,1319,43.0,1452,7.0
67314,1523,18.0,1709,18.0
67315,502,10.0,625,9.0
67316,1932,54.0,2106,3.0
67317,930,23.0,1128,2.0
67318,641,15.0,818,9.0
67319,1957,12.0,2041,5.0
67320,1534,16.0,1643,3.0
67321,1213,19.0,1412,8.0
67322,510,56.0,639,8.0
67323,1546,14.0,1745,3.0
67324,2140,19.0,2243,2.0
67325,817,7.0,1057,34.0
67326,545,22.0,654,8.0
67327,1413,10.0,1723,4.0
67328,2235,14.0,2341,3.0
67329,858,27.0,1012,4.0
67330,1101,16.0,1349,3.0
67331,1015,11.0,1241,11.0
67332,1536,12.0,1752,13.0
67333,2025,30.0,2257,16.0
67334,755,15.0,946,5.0
67335,2030,28.0,2133,7.0
67336,1525,19.0,1755,9.0
67337,1426,15.0,1536,4.0
67338,1830,13.0,2011,8.0
67339,710,49.0,1008,7.0
67340,825,27.0,1219,3.0
67341,1350,10.0,2109,10.0
67342,940,15.0,1546,11.0
67343,630,11.0,1409,4.0
67344,809,9.0,950,23.0
67345,1134,11.0,1241,12.0
67346,709,23.0,853,4.0
67347,938,14.0,1134,14.0
67348,740,17.0,842,5.0
67349,1030,19.0,1434,9.0
67350,1615,14.0,2346,4.0
67351,2221,16.0,2326,5.0
67352,550,27.0,1128,11.0
67353,600,20.0,1154,23.0
67354,1200,20.0,1318,8.0
67355,1143,51.0,1452,5.0
67356,2059,18.0,18,5.0
67357,1200,16.0,2026,9.0
67358,1855,11.0,2015,5.0
67359,2105,11.0,2133,12.0
67360,2220,14.0,53,6.0
67361,1225,16.0,1514,6.0
67362,1100,22.0,1254,4.0
67363,2220,19.0,2232,4.0
67364,710,18.0,902,6.0
67365,730,17.0,1020,11.0
67366,915,13.0,1202,6.0
67367,2020,19.0,2230,4.0
67368,1132,12.0,1305,5.0
67369,1403,12.0,1550,5.0
67370,730,24.0,942,8.0
67371,605,12.0,857,4.0
67372,705,13.0,1023,7.0
67373,1007,13.0,1115,6.0
67374,1441,13.0,1618,4.0
67375,1702,18.0,2024,7.0
67376,935,10.0,1127,11.0
67377,1225,16.0,1420,8.0
67378,659,15.0,923,6.0
67379,1954,14.0,2104,3.0
67380,730,15.0,1025,5.0
67381,1145,8.0,1436,7.0
67382,700,9.0,1000,5.0
67383,1353,20.0,1623,4.0
67384,1145,11.0,1433,11.0
67385,759,18.0,1032,15.0
67386,2223,24.0,30,4.0
67387,1130,13.0,1340,8.0
67388,700,10.0,838,10.0
67389,1605,12.0,1702,4.0
67390,1741,11.0,1855,7.0
67391,947,22.0,1747,10.0
67392,935,22.0,1057,4.0
67393,1849,15.0,2015,9.0
67394,1707,15.0,1817,3.0
67395,1350,19.0,1524,3.0
67396,1140,13.0,1312,11.0
67397,725,10.0,1029,8.0
67398,1325,19.0,1617,7.0
67399,1659,12.0,1959,8.0
67400,540,25.0,655,9.0
67401,1201,11.0,1309,6.0
67402,1008,16.0,1125,5.0
67403,1930,10.0,1947,5.0
67404,1600,16.0,1718,4.0
67405,1738,17.0,1929,8.0
67406,1518,29.0,1701,5.0
67407,1554,12.0,1653,4.0
67408,1745,12.0,1839,8.0
67409,2015,21.0,2158,8.0
67410,1010,15.0,1200,4.0
67411,1243,14.0,1459,7.0
67412,2030,17.0,2227,3.0
67413,1136,20.0,1252,3.0
67414,920,11.0,1130,6.0
67415,2015,18.0,2113,3.0
67416,1524,16.0,1710,4.0
67417,1745,10.0,1940,9.0
67418,2040,23.0,2231,7.0
67419,2020,21.0,2200,4.0
67420,1239,17.0,1405,3.0
67421,1445,16.0,1624,11.0
67422,2145,35.0,2349,5.0
67423,2147,12.0,2359,10.0
67424,905,19.0,1420,6.0
67425,650,12.0,813,6.0
67426,1415,18.0,1707,8.0
67427,1041,31.0,1141,8.0
67428,727,15.0,941,11.0
67429,1825,14.0,2210,5.0
67430,1246,15.0,1725,7.0
67431,700,13.0,921,5.0
67432,951,14.0,1202,9.0
67433,800,17.0,1015,18.0
67434,1115,11.0,1257,10.0
67435,1543,21.0,1620,6.0
67436,1115,15.0,1452,13.0
67437,2050,10.0,2158,4.0
67438,1800,11.0,1958,6.0
67439,1315,13.0,1726,6.0
67440,2105,20.0,2336,8.0
67441,1546,16.0,1749,6.0
67442,1243,10.0,1451,9.0
67443,2038,12.0,2309,7.0
67444,2010,12.0,2135,7.0
67445,930,14.0,1056,12.0
67446,1210,16.0,1745,6.0
67447,1846,8.0,2114,8.0
67448,2145,10.0,2244,3.0
67449,2059,11.0,2221,11.0
67450,1015,9.0,1146,5.0
67451,1830,11.0,2213,10.0
67452,1725,19.0,2354,5.0
67453,2000,23.0,2200,19.0
67454,1155,15.0,1856,5.0
67455,645,24.0,1035,6.0
67456,735,21.0,1045,16.0
67457,1800,24.0,2230,5.0
67458,1555,17.0,2303,7.0
67459,1735,22.0,2205,5.0
67460,1000,28.0,1435,3.0
67461,1035,16.0,1455,8.0
67462,1150,16.0,1440,4.0
67463,710,24.0,1055,4.0
67464,1535,21.0,2226,5.0
67465,925,20.0,1335,33.0
67466,1320,12.0,2011,9.0
67467,750,27.0,1220,6.0
67468,2310,16.0,655,13.0
67469,1050,31.0,1505,23.0
67470,2135,13.0,508,11.0
67471,740,20.0,1215,37.0
67472,1135,21.0,1920,8.0
67473,1210,14.0,1555,31.0
67474,925,26.0,1315,5.0
67475,600,27.0,758,4.0
67476,1105,23.0,1615,7.0
67477,1005,27.0,1435,17.0
67478,2350,18.0,745,9.0
67479,715,13.0,1105,3.0
67480,1530,12.0,2045,4.0
67481,730,15.0,1155,5.0
67482,1809,15.0,1908,5.0
67483,1954,51.0,2105,8.0
67484,2229,15.0,559,17.0
67485,2105,46.0,2210,10.0
67486,1300,14.0,1520,6.0
67487,233,12.0,826,8.0
67488,2205,16.0,559,6.0
67489,1332,15.0,1620,4.0
67490,1329,25.0,1513,9.0
67491,1125,19.0,1555,16.0
67492,1215,13.0,1428,6.0
67493,1541,15.0,1900,16.0
67494,1824,17.0,2109,5.0
67495,713,14.0,1012,17.0
67496,1828,13.0,2027,5.0
67497,826,23.0,1020,9.0
67498,2005,24.0,2259,18.0
67499,2135,12.0,513,4.0
67500,1419,10.0,1611,6.0
67501,954,26.0,1331,5.0
67502,805,17.0,1126,8.0
67503,1309,8.0,1739,20.0
67504,1920,12.0,2135,8.0
67505,1419,9.0,1544,7.0
67506,1315,12.0,1729,4.0
67507,1115,11.0,1304,5.0
67508,1502,17.0,1648,8.0
67509,1734,13.0,2120,25.0
67510,1003,10.0,1219,10.0
67511,945,26.0,1055,6.0
67512,1020,14.0,1237,3.0
67513,500,10.0,551,3.0
67514,2310,10.0,2358,5.0
67515,1145,22.0,1710,4.0
67516,1755,12.0,2005,3.0
67517,755,10.0,938,6.0
67518,1600,,1750,
67519,2015,,2154,
67520,1310,9.0,1358,7.0
67521,1020,9.0,1203,18.0
67522,1830,,2015,
67523,1045,11.0,1315,4.0
67524,1340,19.0,1452,4.0
67525,1530,25.0,1641,5.0
67526,800,26.0,856,2.0
67527,1530,18.0,1655,
67528,1800,,1930,
67529,1420,10.0,1505,7.0
67530,1900,14.0,2130,4.0
67531,1135,19.0,1249,9.0
67532,1020,10.0,1208,3.0
67533,745,27.0,849,7.0
67534,1255,10.0,1423,9.0
67535,1355,11.0,1442,15.0
67536,1830,11.0,1926,14.0
67537,1915,17.0,2212,5.0
67538,630,32.0,920,3.0
67539,1005,10.0,1056,6.0
67540,1245,15.0,1405,8.0
67541,1836,13.0,1944,4.0
67542,1700,20.0,1811,4.0
67543,2042,19.0,2122,4.0
67544,1136,15.0,1248,4.0
67545,945,23.0,1106,2.0
67546,2041,37.0,2210,20.0
67547,555,20.0,750,6.0
67548,2045,16.0,2222,4.0
67549,1615,16.0,1733,4.0
67550,1800,6.0,1929,7.0
67551,1751,13.0,1949,8.0
67552,1547,19.0,1724,13.0
67553,603,23.0,740,8.0
67554,1540,10.0,1620,5.0
67555,1649,22.0,1929,10.0
67556,1610,13.0,1745,4.0
67557,1819,29.0,1954,13.0
67558,1741,20.0,1923,5.0
67559,800,40.0,854,6.0
67560,859,14.0,1038,3.0
67561,1114,12.0,1427,13.0
67562,1450,10.0,1630,4.0
67563,1735,12.0,2057,7.0
67564,630,9.0,953,8.0
67565,945,8.0,1259,4.0
67566,600,17.0,847,12.0
67567,624,55.0,740,6.0
67568,1330,15.0,1617,7.0
67569,1930,26.0,2152,20.0
67570,1955,25.0,2143,8.0
67571,1610,13.0,1717,7.0
67572,1610,19.0,1821,9.0
67573,1415,20.0,1743,6.0
67574,1442,11.0,1654,15.0
67575,615,10.0,829,8.0
67576,1415,19.0,1614,11.0
67577,1855,14.0,2042,5.0
67578,1845,24.0,2051,17.0
67579,1355,11.0,1730,8.0
67580,1825,14.0,1930,7.0
67581,1702,11.0,1900,9.0
67582,1643,11.0,1825,7.0
67583,1359,20.0,1622,7.0
67584,1620,7.0,1719,7.0
67585,600,31.0,933,15.0
67586,1455,10.0,1659,9.0
67587,1145,10.0,1347,10.0
67588,1430,18.0,1603,12.0
67589,1145,16.0,1407,7.0
67590,1805,57.0,2146,4.0
67591,1420,15.0,1525,4.0
67592,1850,23.0,2011,9.0
67593,1645,19.0,1805,6.0
67594,1215,31.0,1322,5.0
67595,1130,20.0,1345,5.0
67596,1805,28.0,2058,5.0
67597,1430,24.0,1741,9.0
67598,1250,32.0,1521,6.0
67599,1445,15.0,1755,4.0
67600,1845,20.0,2008,9.0
67601,645,17.0,855,5.0
67602,1200,12.0,1320,7.0
67603,1129,17.0,1325,6.0
67604,1940,45.0,2155,7.0
67605,1630,17.0,1842,18.0
67606,1700,17.0,1835,9.0
67607,935,11.0,1114,5.0
67608,1652,15.0,1847,20.0
67609,1205,12.0,1324,5.0
67610,619,19.0,800,7.0
67611,830,11.0,959,11.0
67612,1615,8.0,1702,7.0
67613,800,39.0,908,16.0
67614,1620,17.0,1931,5.0
67615,1508,9.0,1558,10.0
67616,1711,13.0,1750,7.0
67617,1524,9.0,1605,6.0
67618,1526,11.0,1620,14.0
67619,1540,8.0,1634,5.0
67620,1413,15.0,1511,5.0
67621,1403,14.0,1447,8.0
67622,1410,10.0,1456,6.0
67623,1550,11.0,1640,8.0
67624,1533,20.0,1610,5.0
67625,1614,9.0,1650,8.0
67626,1605,21.0,1645,6.0
67627,1736,20.0,1850,10.0
67628,1942,66.0,24,5.0
67629,1720,17.0,1850,9.0
67630,2110,14.0,2311,8.0
67631,1959,36.0,2207,11.0
67632,1058,16.0,1237,3.0
67633,1819,12.0,2050,21.0
67634,759,28.0,1033,5.0
67635,537,11.0,704,3.0
67636,1428,10.0,1715,36.0
67637,545,11.0,735,7.0
67638,801,11.0,934,9.0
67639,1319,37.0,1452,6.0
67640,1523,21.0,1709,25.0
67641,502,9.0,625,27.0
67642,1932,12.0,2106,2.0
67643,930,30.0,1128,3.0
67644,641,15.0,818,11.0
67645,1957,16.0,2041,2.0
67646,1534,12.0,1643,3.0
67647,1213,16.0,1412,6.0
67648,510,30.0,639,7.0
67649,1546,11.0,1745,2.0
67650,2140,14.0,2243,3.0
67651,817,11.0,1057,17.0
67652,545,23.0,654,6.0
67653,1413,18.0,1723,4.0
67654,2235,16.0,2341,12.0
67655,1123,15.0,1314,10.0
67656,1737,14.0,1900,11.0
67657,830,33.0,1100,8.0
67658,1933,17.0,2209,6.0
67659,1810,14.0,1843,4.0
67660,1053,25.0,1225,21.0
67661,1231,11.0,1346,5.0
67662,1432,33.0,1930,12.0
67663,2310,26.0,24,6.0
67664,641,17.0,801,10.0
67665,1030,14.0,1222,8.0
67666,1235,12.0,1340,3.0
67667,1425,11.0,1544,15.0
67668,1402,28.0,1737,13.0
67669,1700,12.0,1829,14.0
67670,1926,34.0,2057,13.0
67671,656,20.0,1040,7.0
67672,1126,12.0,1353,15.0
67673,1404,13.0,1528,3.0
67674,1617,10.0,1933,9.0
67675,603,17.0,754,13.0
67676,1250,29.0,1627,10.0
67677,846,15.0,1156,9.0
67678,1918,23.0,2125,20.0
67679,1215,24.0,1552,6.0
67680,1637,14.0,1835,23.0
67681,600,13.0,744,16.0
67682,2035,28.0,2257,5.0
67683,655,29.0,814,5.0
67684,900,20.0,1214,10.0
67685,1120,11.0,1459,8.0
67686,834,16.0,1040,7.0
67687,2209,13.0,2331,6.0
67688,1009,17.0,1154,9.0
67689,955,14.0,1049,4.0
67690,1129,14.0,1224,4.0
67691,1000,10.0,1342,4.0
67692,1002,18.0,1331,6.0
67693,1648,23.0,1912,5.0
67694,1953,12.0,2035,15.0
67695,957,21.0,1615,16.0
67696,1720,19.0,2012,5.0
67697,1030,13.0,1352,9.0
67698,1118,15.0,1252,6.0
67699,639,19.0,805,16.0
67700,1710,21.0,1947,5.0
67701,800,22.0,1026,21.0
67702,2210,16.0,2357,6.0
67703,639,10.0,745,5.0
67704,1831,36.0,2047,5.0
67705,730,10.0,932,14.0
67706,1149,12.0,1359,4.0
67707,1045,21.0,1210,9.0
67708,1250,15.0,1421,6.0
67709,604,18.0,812,17.0
67710,658,10.0,1017,13.0
67711,629,15.0,938,17.0
67712,1844,14.0,2116,6.0
67713,1606,14.0,1731,15.0
67714,1345,13.0,1537,11.0
67715,1445,16.0,1635,3.0
67716,1000,43.0,1310,4.0
67717,700,11.0,814,5.0
67718,1230,9.0,1343,8.0
67719,844,24.0,953,2.0
67720,620,30.0,621,3.0
67721,2105,19.0,2204,5.0
67722,1642,20.0,1746,11.0
67723,1205,11.0,1712,7.0
67724,845,13.0,1100,9.0
67725,830,24.0,1142,3.0
67726,1800,8.0,1925,22.0
67727,1651,19.0,1800,5.0
67728,600,11.0,928,6.0
67729,1230,14.0,1819,4.0
67730,1525,15.0,1849,7.0
67731,1641,17.0,1748,6.0
67732,530,13.0,659,10.0
67733,2115,9.0,508,7.0
67734,1325,30.0,1508,4.0
67735,2035,24.0,2204,3.0
67736,745,24.0,918,12.0
67737,1052,15.0,1404,5.0
67738,840,17.0,1220,10.0
67739,2235,40.0,618,7.0
67740,1855,20.0,2150,5.0
67741,1205,12.0,1321,7.0
67742,2230,14.0,26,5.0
67743,2225,19.0,2347,12.0
67744,810,25.0,1136,5.0
67745,1300,24.0,1609,9.0
67746,2010,14.0,2145,13.0
67747,47,19.0,653,13.0
67748,1825,17.0,2110,4.0
67749,1250,11.0,1438,7.0
67750,1740,20.0,2233,6.0
67751,1645,13.0,2045,4.0
67752,959,36.0,1314,9.0
67753,730,10.0,859,12.0
67754,1740,14.0,1854,6.0
67755,1545,17.0,2055,5.0
67756,2119,23.0,32,5.0
67757,1410,11.0,2001,12.0
67758,2045,14.0,2337,4.0
67759,1725,15.0,2013,5.0
67760,800,40.0,1051,5.0
67761,2030,21.0,2315,7.0
67762,1445,39.0,1751,4.0
67763,700,18.0,855,16.0
67764,1045,31.0,1340,7.0
67765,1045,18.0,1221,6.0
67766,1650,14.0,2245,4.0
67767,2359,25.0,600,4.0
67768,1950,10.0,2109,6.0
67769,559,11.0,903,5.0
67770,2130,16.0,2346,9.0
67771,1245,13.0,1414,6.0
67772,1055,18.0,1322,4.0
67773,1330,21.0,2101,5.0
67774,2011,12.0,2348,2.0
67775,1200,10.0,1350,4.0
67776,1436,18.0,1811,22.0
67777,2031,19.0,2359,3.0
67778,535,19.0,749,6.0
67779,1200,22.0,1454,24.0
67780,1529,12.0,1914,5.0
67781,1240,15.0,1444,5.0
67782,540,13.0,929,7.0
67783,1317,14.0,1710,10.0
67784,956,12.0,1340,9.0
67785,1506,22.0,1719,8.0
67786,745,16.0,1355,14.0
67787,1140,18.0,1633,6.0
67788,1118,22.0,1146,6.0
67789,839,11.0,1206,14.0
67790,1828,23.0,2004,8.0
67791,56,15.0,456,16.0
67792,1230,21.0,1528,6.0
67793,1055,35.0,1259,7.0
67794,1920,25.0,2217,4.0
67795,959,18.0,1523,5.0
67796,957,23.0,1226,16.0
67797,1620,10.0,1836,6.0
67798,651,20.0,1026,5.0
67799,840,31.0,947,15.0
67800,2157,12.0,559,3.0
67801,1820,11.0,1838,6.0
67802,807,24.0,1100,10.0
67803,1057,7.0,1325,11.0
67804,620,10.0,925,4.0
67805,1547,9.0,1717,7.0
67806,1434,15.0,1719,7.0
67807,725,12.0,845,6.0
67808,1207,26.0,1424,4.0
67809,1011,17.0,1204,11.0
67810,2147,9.0,2328,6.0
67811,1503,16.0,1707,7.0
67812,834,11.0,1145,7.0
67813,1723,20.0,2025,4.0
67814,745,17.0,955,8.0
67815,1219,9.0,1430,4.0
67816,1906,11.0,2025,7.0
67817,2120,9.0,2322,7.0
67818,1049,10.0,1212,8.0
67819,1216,13.0,1419,8.0
67820,2134,12.0,2348,4.0
67821,2023,20.0,2029,7.0
67822,2101,21.0,2314,5.0
67823,932,15.0,1110,7.0
67824,1322,13.0,1431,5.0
67825,1253,16.0,1517,4.0
67826,2143,10.0,2340,4.0
67827,1252,17.0,1423,6.0
67828,833,9.0,1205,7.0
67829,1757,11.0,2144,7.0
67830,1406,11.0,1536,7.0
67831,1655,16.0,1805,3.0
67832,1838,12.0,1959,7.0
67833,730,15.0,1033,14.0
67834,2225,26.0,19,4.0
67835,1120,13.0,1229,4.0
67836,1259,16.0,1420,7.0
67837,710,60.0,758,6.0
67838,1803,16.0,1939,4.0
67839,1551,27.0,1738,6.0
67840,645,17.0,900,7.0
67841,1857,8.0,2144,4.0
67842,1000,11.0,1203,4.0
67843,1239,12.0,1439,12.0
67844,1345,39.0,1712,4.0
67845,1746,12.0,1941,9.0
67846,700,18.0,906,9.0
67847,1531,12.0,1656,5.0
67848,1345,36.0,1456,3.0
67849,1455,11.0,1618,7.0
67850,1315,16.0,1420,4.0
67851,1155,12.0,1259,6.0
67852,1030,12.0,1126,3.0
67853,1822,58.0,1913,8.0
67854,1640,10.0,1944,8.0
67855,1500,39.0,1610,3.0
67856,1646,13.0,1943,11.0
67857,1506,38.0,1612,3.0
67858,1005,18.0,1151,6.0
67859,1735,8.0,1935,2.0
67860,1540,8.0,1725,3.0
67861,1350,9.0,1530,3.0
67862,745,11.0,935,4.0
67863,1340,8.0,1610,3.0
67864,2115,7.0,2335,3.0
67865,1250,10.0,1600,4.0
67866,515,28.0,825,4.0
67867,1950,10.0,2310,6.0
67868,615,10.0,1350,7.0
67869,1955,14.0,110,3.0
67870,1505,8.0,2105,5.0
67871,1105,16.0,1340,2.0
67872,2155,13.0,20,2.0
67873,1335,7.0,1440,3.0
67874,605,11.0,720,2.0
67875,1255,14.0,1410,13.0
67876,740,8.0,855,4.0
67877,955,15.0,1100,3.0
67878,1450,9.0,1555,2.0
67879,1820,19.0,1935,2.0
67880,2045,7.0,2155,6.0
67881,1715,14.0,1820,1.0
67882,1530,11.0,1645,14.0
67883,915,11.0,1030,1.0
67884,1105,10.0,1220,1.0
67885,1900,16.0,2015,2.0
67886,640,21.0,1445,4.0
67887,1230,11.0,2030,5.0
67888,1600,18.0,1844,5.0
67889,1145,26.0,1301,6.0
67890,935,15.0,1056,11.0
67891,700,10.0,845,6.0
67892,2230,18.0,2333,7.0
67893,1045,18.0,1202,12.0
67894,1605,28.0,1725,7.0
67895,630,14.0,655,6.0
67896,1615,24.0,1752,6.0
67897,600,12.0,813,8.0
67898,600,29.0,824,7.0
67899,2115,19.0,17,7.0
67900,1721,47.0,2233,32.0
67901,1935,16.0,2158,10.0
67902,555,19.0,730,9.0
67903,730,11.0,908,9.0
67904,2038,18.0,2319,6.0
67905,945,47.0,1204,10.0
67906,630,17.0,731,9.0
67907,1945,17.0,2210,3.0
67908,1135,23.0,1245,7.0
67909,1320,19.0,1502,8.0
67910,1420,35.0,1602,10.0
67911,1329,10.0,1523,4.0
67912,1010,22.0,1433,9.0
67913,1930,25.0,2131,18.0
67914,1625,22.0,1954,21.0
67915,1400,17.0,1615,7.0
67916,1330,25.0,1530,9.0
67917,805,10.0,1054,16.0
67918,537,12.0,754,10.0
67919,1042,18.0,1247,8.0
67920,709,17.0,1229,6.0
67921,2126,17.0,2339,3.0
67922,1832,14.0,2200,22.0
67923,1544,12.0,1739,7.0
67924,600,14.0,759,13.0
67925,900,28.0,1100,15.0
67926,705,16.0,946,6.0
67927,1033,31.0,1645,18.0
67928,1921,12.0,2154,11.0
67929,1524,18.0,1855,5.0
67930,1841,14.0,1955,4.0
67931,2045,18.0,2309,3.0
67932,508,15.0,630,7.0
67933,1325,11.0,1826,11.0
67934,545,15.0,857,15.0
67935,1650,46.0,2006,15.0
67936,1905,14.0,2106,3.0
67937,2015,40.0,2306,11.0
67938,2358,13.0,620,38.0
67939,1029,15.0,1404,6.0
67940,840,11.0,1051,10.0
67941,1109,16.0,1301,8.0
67942,707,13.0,1029,6.0
67943,1131,16.0,1356,9.0
67944,724,17.0,1111,11.0
67945,910,28.0,1107,5.0
67946,1350,17.0,1927,6.0
67947,1557,12.0,1709,5.0
67948,900,25.0,1240,9.0
67949,1605,12.0,1616,4.0
67950,845,15.0,1212,5.0
67951,816,17.0,937,8.0
67952,1036,13.0,1523,6.0
67953,914,11.0,1029,4.0
67954,700,16.0,815,4.0
67955,600,8.0,851,6.0
67956,1254,13.0,1506,12.0
67957,1120,21.0,1309,5.0
67958,835,16.0,936,4.0
67959,1021,12.0,1128,5.0
67960,1202,14.0,1454,5.0
67961,610,10.0,901,5.0
67962,1519,21.0,1649,4.0
67963,1506,19.0,1613,5.0
67964,1455,12.0,1606,6.0
67965,800,33.0,1027,5.0
67966,1530,13.0,2155,6.0
67967,610,26.0,1145,4.0
67968,600,14.0,907,11.0
67969,600,20.0,732,11.0
67970,955,16.0,1124,7.0
67971,830,16.0,1655,7.0
67972,1200,10.0,1352,4.0
67973,1913,16.0,1943,3.0
67974,1750,12.0,1939,3.0
67975,700,10.0,1434,6.0
67976,1220,17.0,1445,10.0
67977,941,8.0,1133,14.0
67978,731,47.0,911,4.0
67979,737,14.0,910,22.0
67980,900,19.0,944,28.0
67981,545,14.0,608,12.0
67982,703,57.0,901,4.0
67983,931,9.0,1144,26.0
67984,528,10.0,729,18.0
67985,810,13.0,910,15.0
67986,820,29.0,904,15.0
67987,1250,27.0,1451,4.0
67988,735,25.0,853,7.0
67989,1100,17.0,1427,4.0
67990,755,13.0,950,10.0
67991,813,15.0,1129,4.0
67992,700,29.0,901,29.0
67993,1055,35.0,1437,23.0
67994,840,30.0,921,6.0
67995,610,8.0,721,11.0
67996,600,22.0,621,13.0
67997,610,12.0,736,52.0
67998,645,32.0,748,6.0
67999,1805,35.0,2033,6.0
68000,1300,21.0,1351,5.0
68001,715,11.0,723,8.0
68002,641,9.0,745,13.0
68003,1104,30.0,1158,4.0
68004,920,10.0,1133,6.0
68005,40,16.0,625,4.0
68006,657,53.0,830,4.0
68007,918,25.0,1104,10.0
68008,531,14.0,644,49.0
68009,1150,11.0,1426,4.0
68010,600,37.0,736,7.0
68011,27,16.0,222,4.0
68012,1015,16.0,1755,4.0
68013,924,24.0,1051,5.0
68014,1015,23.0,1837,6.0
68015,720,15.0,1038,6.0
68016,1500,42.0,1812,8.0
68017,1315,11.0,1920,7.0
68018,755,30.0,946,4.0
68019,1435,11.0,1724,6.0
68020,710,33.0,1008,14.0
68021,825,14.0,1219,2.0
68022,1350,12.0,2109,8.0
68023,900,20.0,1228,6.0
68024,945,20.0,1552,6.0
68025,809,14.0,950,5.0
68026,1134,14.0,1241,5.0
68027,938,13.0,1134,13.0
68028,736,20.0,838,2.0
68029,1030,16.0,1434,7.0
68030,1615,10.0,2346,7.0
68031,550,11.0,1128,12.0
68032,600,15.0,1154,12.0
68033,1340,18.0,1630,3.0
68034,1710,16.0,2020,6.0
68035,1430,14.0,1609,5.0
68036,750,31.0,1043,6.0
68037,1140,14.0,1450,4.0
68038,710,20.0,955,13.0
68039,1045,22.0,1335,7.0
68040,1435,11.0,1655,12.0
68041,1800,14.0,2040,6.0
68042,1535,16.0,1929,4.0
68043,2020,15.0,2244,6.0
68044,2150,11.0,2252,4.0
68045,1710,18.0,1845,6.0
68046,1935,12.0,2115,11.0
68047,1725,7.0,1827,4.0
68048,1915,12.0,2028,7.0
68049,1300,11.0,1532,3.0
68050,1615,7.0,1703,5.0
68051,1750,10.0,2020,3.0
68052,2130,17.0,2213,6.0
